district,address,longitude,latitude,total_price,unit_price,
信義區,臺北市信義區忠孝東路四段559巷16弄1號,121.563798,25.042368,80000,449,
信義區,臺北市信義區松仁路241號,121.568913,25.0259,84000,827,
內湖區,臺北市內湖區成功路四段30巷31號,121.591918,25.082428,105000,721,
大安區,臺北市大安區復興南路二段301號,121.543569,25.024353,55000,968,
信義區,臺北市信義區莊敬路361號,121.564774,25.027839,48000,462,
中山區,臺北市中山區敬業一路151號,121.551857,25.08424,45000,625,
大同區,臺北市大同區延平北路二段181號,121.511548,25.058807,40000,511,
中山區,臺北市中山區建國北路三段113巷31號,121.536165,25.067749,65000,155,
松山區,臺北市松山區光復北路1號,121.557956,25.048478,70000,567,
松山區,臺北市松山區復興北路181號,121.544315,25.054734,235000,1147,
信義區,臺北市信義區忠孝東路五段31號,121.565902,25.041316,320000,2619,
文山區,臺北市文山區木新路二段181號,121.568255,24.983707,16500,480,
北投區,臺北市北投區東陽街451號,121.518799,25.112539,23000,312,
中山區,臺北市中山區錦州街30巷1號,121.524865,25.059956,45000,291,
松山區,臺北市松山區八德路三段151號,121.554948,25.048209,70000,827,
松山區,臺北市松山區八德路三段151號,121.554948,25.048209,40000,508,
大安區,臺北市大安區復興南路二段271巷1號,121.543996,25.025684,227040,986,
中山區,臺北市中山區民生東路一段1號,121.523492,25.058202,50000,807,
中山區,臺北市中山區農安街151號,121.531064,25.064941,54000,692,
信義區,臺北市信義區松德路151號,121.574824,25.036639,33000,443,
松山區,臺北市松山區延壽街361號,121.55875,25.056664,60000,340,
松山區,臺北市松山區復興北路313巷31號,121.546519,25.059068,40000,573,
信義區,臺北市信義區莊敬路361號,121.564774,25.027839,45000,826,
大同區,臺北市大同區承德路一段31號,121.51724,25.050975,36000,788,
萬華區,臺北市萬華區武昌街二段61號,121.507032,25.044874,30000,1141,
中山區,臺北市中山區北安路458巷1號,121.544602,25.079391,52000,209,
中正區,臺北市中正區林森南路91號,121.521632,25.038422,45000,217,
中正區,臺北市中正區和平西路一段1號,121.521907,25.027163,120000,645,
中山區,臺北市中山區錦州街361號,121.540121,25.060465,80000,1118,
中山區,臺北市中山區長春路1號,121.523488,25.055115,210000,858,
內湖區,臺北市內湖區星雲街15巷1號,121.590372,25.077972,22000,265,
信義區,臺北市信義區松德路61號,121.576771,25.0386,75000,2785,
大安區,臺北市大安區臺北市大安區復興南路二段210巷5弄1號,121.534619,25.02647599,55000,385,
松山區,臺北市松山區民生東路五段121號,121.560817,25.058857,102500,1818,
松山區,臺北市松山區健康路325巷1號,121.567088,25.055581,50000,429,
中正區,臺北市中正區汀州路三段121號,121.530294,25.016627,150000,1188,
信義區,臺北市信義區吳興街284巷1號,121.564254,25.02619,110000,436,
內湖區,臺北市內湖區成功路三段151號,121.590005,25.079658,80000,1154,
大安區,臺北市大安區仁愛路四段361號,121.554504,25.038054,56000,1005,
中山區,臺北市中山區南京東路二段181號,121.530085,25.052058,220000,2001,
中山區,臺北市中山區中山北路二段61號,121.522981,25.056124,240000,547,
大安區,臺北市大安區仁愛路四段300巷26弄1號,121.553227,25.036102,65000,988,
文山區,臺北市文山區木新路二段211號,121.567709,24.983524,42000,488,
松山區,臺北市松山區長春路331號,121.544401,25.05468,130000,704,
南港區,臺北市南港區忠孝東路六段121號,121.585398,25.04863,68000,478,
內湖區,臺北市內湖區內湖路二段1號,121.578569,25.078927,45408,253,
內湖區,臺北市內湖區康寧路一段151號,121.594283,25.079217,45000,376,
信義區,臺北市信義區莊敬路301號,121.563267,25.028555,66000,1440,
信義區,臺北市信義區基隆路二段31號,121.558905,25.031548,90000,560,
大安區,臺北市大安區金山南路二段121號,121.526756,25.030284,96000,341,
內湖區,臺北市內湖區內湖路二段103巷61號,121.582393,25.080146,82000,541,
大安區,臺北市大安區信義路三段91號,121.538388,25.033758,92000,578,
中山區,臺北市中山區長春路361號,121.54566,25.054658,70000,825,
松山區,臺北市松山區八德路三段1號,121.557843,25.048199,340000,1188,
大同區,臺北市大同區民生西路211號,121.516266,25.057248,500000,579,
內湖區,臺北市內湖區成功路四段182巷6弄1號,121.593695,25.08401,30000,622,
士林區,臺北市士林區承德路四段10巷1號,121.521504,25.079636,28000,320,
大安區,臺北市大安區忠孝東路四段170巷17弄1號,121.550872,25.040037,85000,1478,
大安區,臺北市大安區信義路四段265巷1號,121.554366,25.033636,92000,1018,
內湖區,臺北市內湖區內湖路二段331號,121.591607,25.083168,38000,348,
中山區,臺北市中山區民生東路二段115巷1號,121.531633,25.058216,78500,260,
大安區,臺北市大安區復興南路二段121號,121.543811,25.029387,45000,476,
大同區,臺北市大同區延平北路一段69巷31號,121.512987,25.05151,18000,718,
松山區,臺北市松山區復興南路一段1號,121.544107,25.047366,141900,1902,
文山區,臺北市文山區羅斯福路六段159巷1弄1號,121.541305,24.997717,65000,282,
中山區,臺北市中山區松江路1號,121.533292,25.045879,58000,621,
松山區,臺北市松山區延吉街30巷1號,121.553333,25.046104,68000,435,
中山區,臺北市中山區敬業一路128巷1號,121.552752,25.083507,65000,392,
中山區,臺北市中山區明水路397巷2弄1號,121.549354,25.078759,125000,388,
大同區,臺北市大同區迪化街一段72巷8弄1號,121.509644,25.055442,50000,426,
中正區,臺北市中正區中華路二段331號,121.506635,25.02744,75000,1368,
大安區,臺北市大安區延吉街151號,121.554945,25.040105,43000,684,
中正區,臺北市中正區八德路一段91號,121.53289,25.044349,138000,2090,
士林區,臺北市士林區天母東路8巷1號,121.532396,25.117574,40000,417,
中山區,臺北市中山區復興北路481號,121.54446,25.064877,39732,467,
士林區,臺北市士林區文林路61號,121.525666,25.087215,180000,1258,
北投區,臺北市北投區石牌路二段31號,121.515511,25.115991,340561,1615,
大同區,臺北市大同區大龍街91巷1號,121.516391,25.067364,28380,635,
大同區,臺北市大同區民權西路121號,121.517921,25.063342,530000,195,
中正區,臺北市中正區汀州路三段241號,121.53409,25.013896,170000,2430,
中山區,臺北市中山區長春路361號,121.54566,25.054658,70000,874,
文山區,臺北市文山區木新路三段278巷1號,121.55779,24.981464,26000,481,
萬華區,臺北市萬華區成都路1號,121.507924,25.04268,300000,1903,
內湖區,臺北市內湖區東湖路119巷1號,121.617408,25.06958,98000,393,
松山區,臺北市松山區光復北路121號,121.55718,25.052277,120000,590,
中正區,臺北市中正區汀州路三段121號,121.530294,25.016627,100000,792,
大同區,臺北市大同區民權西路211號,121.515069,25.063181,75000,455,
中山區,臺北市中山區敬業一路151號,121.551857,25.08424,40000,546,
松山區,臺北市松山區南京東路五段361號,121.568153,25.05158,50000,415,
中山區,臺北市中山區敬業一路151號,121.551857,25.08424,40000,555,
中正區,臺北市中正區水源路31號,121.524782,25.017375,19000,402,
中山區,臺北市中山區松江路451號,121.53347,25.066426,150000,549,
中山區,臺北市中山區中山北路一段61號,121.521876,25.049996,36000,680,
中山區,臺北市中山區林森北路399巷1號,121.525829,25.059517,42000,707,
松山區,臺北市松山區復興北路313巷1號,121.544456,25.059046,100000,542,
大安區,臺北市大安區辛亥路一段121號,121.531836,25.022412,195000,559,
內湖區,臺北市內湖區內湖路二段121號,121.593783,25.084769,51000,462,
內湖區,臺北市內湖區內湖路二段121號,121.593783,25.084769,51000,462,
北投區,臺北市北投區公館路391號,121.503022,25.12266,33000,394,
中山區,臺北市中山區北安路588巷30弄1號,121.550987,25.081259,88000,726,
萬華區,臺北市萬華區柳州街91號,121.505049,25.036856,30000,314,
中山區,臺北市中山區天津街31號,121.522691,25.048795,30000,890,
萬華區,臺北市萬華區峨眉街1號,121.508059,25.043366,98000,2809,
大同區,臺北市大同區南京西路61號,121.519086,25.053089,250000,1413,
萬華區,臺北市萬華區成都路31號,121.50674,25.042696,179362,1062,
中山區,臺北市中山區明水路672巷31號,121.551814,25.083699,80000,360,
內湖區,臺北市內湖區東湖路113巷61號,121.615658,25.071032,16000,240,
內湖區,臺北市內湖區康寧路三段151號,121.611539,25.070652,66000,638,
信義區,臺北市信義區永吉路321巷1號,121.575404,25.045933,30000,308,
內湖區,臺北市內湖區東湖路113巷61號,121.615658,25.071032,16000,240,
中山區,臺北市中山區民生東路三段31號,121.539057,25.05807,165000,598,
內湖區,臺北市內湖區星雲街1號,121.597477,25.081462,33000,394,
信義區,臺北市信義區吳興街481號,121.569499,25.023617,29000,490,
中山區,臺北市中山區民權東路二段1號,121.52808,25.06298,200000,592,
信義區,臺北市信義區吳興街281巷31號,121.56491,25.026618,19000,597,
信義區,臺北市信義區吳興街281巷31號,121.56491,25.026618,15000,943,
中山區,臺北市中山區長安東路一段53巷1號,121.526632,25.048952,45000,1587,
松山區,臺北市松山區敦化北路165巷1號,121.550077,25.054887,70000,515,
松山區,臺北市松山區民生東路五段181號,121.564032,25.059548,9500,268,
士林區,臺北市士林區文林路151號,121.52656,25.089112,150000,1137,
中山區,臺北市中山區新生北路二段137巷1號,121.527927,25.061341,51000,362,
北投區,臺北市北投區中央北路一段181號,121.49777,25.13569,50000,518,
大安區,臺北市大安區信義路三段147巷15弄1號,121.542028,25.035201,77000,356,
松山區,臺北市松山區八德路二段361號,121.544637,25.047885,50000,538,
萬華區,臺北市萬華區西寧南路31號,121.507489,25.047786,45000,749,
士林區,臺北市士林區士東路31號,121.527268,25.112005,60000,303,
大安區,臺北市大安區潮州街1號,121.522407,25.029617,85000,382,
大安區,臺北市大安區忠孝東路三段151號,121.532858,25.0423,90000,1180,
大同區,臺北市大同區蘭州街1號,121.51385,25.061696,28000,353,
萬華區,臺北市萬華區西寧南路31號,121.507489,25.047786,96000,3298,
信義區,臺北市信義區虎林街164巷31號,121.574959,25.038959,25000,350,
中山區,臺北市中山區錦州街1號,121.523778,25.060436,50000,336,
內湖區,臺北市內湖區內湖路二段355巷1號,121.59196,25.083852,38440,454,
松山區,臺北市松山區復興北路313巷31號,121.546519,25.059068,48000,742,
大安區,臺北市大安區和平東路一段61號,121.524505,25.027118,40000,482,
中山區,臺北市中山區臺北市中山區松江路181號,121.5334376,25.06463266,110000,1004,
松山區,臺北市松山區敦化北路91號,121.548752,25.057703,495626,736,
大安區,臺北市大安區四維路198巷1號,121.546078,25.026526,23000,323,
松山區,臺北市松山區復興北路313巷31號,121.546519,25.059068,40000,573,
松山區,臺北市松山區復興北路313巷31號,121.546519,25.059068,40000,573,
內湖區,臺北市內湖區港華街121號,121.572713,25.083886,25000,372,
中山區,臺北市中山區中山北路一段53巷1號,121.521896,25.049329,140000,646,
中正區,臺北市中正區羅斯福路四段151號,121.537569,25.009918,80000,753,
萬華區,臺北市萬華區成都路31號,121.50674,25.042696,55000,658,
信義區,臺北市信義區松隆路301號,121.575994,25.048437,40000,528,
北投區,臺北市北投區明德路271號,121.522264,25.114648,13000,246,
大安區,臺北市大安區信義路四段1號,121.543836,25.033569,175000,1807,
內湖區,臺北市內湖區臺北市內湖區成功路四段181號,121.588996,25.06935955,75000,710,
信義區,臺北市信義區信義路四段391號,121.558401,25.033267,37000,391,
信義區,臺北市信義區莊敬路341巷1號,121.564274,25.028146,29800,541,
內湖區,臺北市內湖區內湖路一段721號,121.577778,25.079222,165000,1415,
內湖區,臺北市內湖區東湖路1號,121.612366,25.069031,160000,1510,
內湖區,臺北市內湖區民權東路六段123巷34弄1號,121.592814,25.070524,35000,493,
松山區,臺北市松山區民生東路五段121號,121.560817,25.058857,230000,937,
信義區,臺北市信義區吳興街345巷1號,121.565942,25.026662,51084,308,
大安區,臺北市大安區安和路二段151號,121.550468,25.028566,90000,646,
內湖區,臺北市內湖區港墘路91號,121.577699,25.080336,65000,523,
文山區,臺北市文山區景文街31號,121.541429,24.992427,90000,1548,
中山區,臺北市中山區民族東路421號,121.52288,25.06846,68000,442,
中山區,臺北市中山區民族東路421號,121.52288,25.06846,73500,457,
大安區,臺北市大安區基隆路二段151號,121.554807,25.026167,61000,722,
中山區,臺北市中山區伊通街91號,121.534856,25.052976,90000,1179,
內湖區,臺北市內湖區東湖路33巷1號,121.613478,25.068978,60000,540,
大安區,臺北市大安區復興南路一段61號,121.544077,25.044586,89700,1251,
大安區,臺北市大安區復興南路一段61號,121.544077,25.044586,40300,1265,
內湖區,臺北市內湖區康寧路一段241號,121.597744,25.078728,70000,297,
內湖區,臺北市內湖區江南街12巷1號,121.577781,25.078079,29000,447,
內湖區,臺北市內湖區成功路三段61號,121.590135,25.077352,25000,1284,
大安區,臺北市大安區四維路14巷1號,121.548048,25.036895,145000,501,
松山區,臺北市松山區民生東路五段181號,121.564032,25.059548,26000,471,
內湖區,臺北市內湖區港墘路127巷1號,121.576198,25.077919,58500,590,
信義區,臺北市信義區林口街91號,121.579471,25.03983,35000,442,
中山區,臺北市中山區林森北路259巷1號,121.52636,25.05407,10000,392,
大同區,臺北市大同區貴德街31號,121.508372,25.054297,31000,276,
松山區,臺北市松山區八德路四段361號,121.568459,25.049451,50000,585,
中山區,臺北市中山區林森北路361號,121.525827,25.057408,210335,469,
內湖區,臺北市內湖區陽光街68巷61號,121.585995,25.076587,47679,344,
中山區,臺北市中山區建國北路二段91號,121.537291,25.058721,113520,567,
大安區,臺北市大安區大安路一段1號,121.545935,25.039524,180000,1871,
大安區,臺北市大安區建國南路二段151號,121.53812,25.028711,66000,608,
內湖區,臺北市內湖區港墘路127巷1號,121.576198,25.077919,28000,430,
信義區,臺北市信義區忠孝東路五段71巷1號,121.567205,25.041732,130000,1136,
大安區,臺北市大安區四維路170巷1號,121.547866,25.028375,130000,572,
中正區,臺北市中正區泉州街1號,121.513883,25.031147,37500,242,
松山區,臺北市松山區民生東路三段113巷1號,121.546271,25.058587,52800,413,
中山區,臺北市中山區中山北路二段31號,121.522938,25.053287,90000,1267,
松山區,臺北市松山區南京東路五段361號,121.568153,25.05158,46000,382,
松山區,臺北市松山區南京東路五段151號,121.562094,25.051808,630000,898,
松山區,臺北市松山區民生東路五段241號,121.56775,25.059348,40000,710,
大安區,臺北市大安區復興南路一段361號,121.54392,25.047548,70383,669,
文山區,臺北市文山區興隆路三段61號,121.556139,25.000295,272000,311,
信義區,臺北市信義區吳興街61號,121.560442,25.030996,35000,34,
信義區,臺北市信義區基隆路一段421號,121.567122,25.045724,83500,707,
大安區,臺北市大安區安和路一段31號,121.550675,25.039197,250000,1129,
士林區,臺北市士林區社中街181號,121.505162,25.09225,23000,348,
大安區,臺北市大安區敦化南路一段233巷1號,121.54979,25.04054,165000,584,
中正區,臺北市中正區汀州路二段121號,121.519259,25.025119,56000,457,
大安區,臺北市大安區忠孝東路四段216巷32弄1號,121.552812,25.040025,140000,1313,
松山區,臺北市松山區光復南路1號,121.557999,25.047921,68112,830,
大安區,臺北市大安區光復南路421號,121.557706,25.036337,108000,1064,
大安區,臺北市大安區安和路二段91號,121.551923,25.029883,140000,522,
大安區,臺北市大安區復興南路一段107巷1號,121.544628,25.043707,80000,1010,
中山區,臺北市中山區明水路672巷1號,121.551087,25.083873,45785,618,
中山區,臺北市中山區建國北路三段31號,121.537606,25.063929,68112,517,
內湖區,臺北市內湖區成功路二段271號,121.589995,25.074861,39000,485,
內湖區,臺北市內湖區文德路22巷9弄31號,121.580675,25.076224,35000,456,
內湖區,臺北市內湖區文德路61號,121.581675,25.078683,43138,678,
內湖區,臺北市內湖區金湖路361號,121.602299,25.073642,60000,263,
中正區,臺北市中正區新生南路一段1號,121.532235,25.036314,80000,1298,
中山區,臺北市中山區林森北路259巷1號,121.52636,25.05407,4500,324,
大同區,臺北市大同區重慶北路三段296巷1號,121.513449,25.073651,22000,423,
文山區,臺北市文山區興隆路四段105巷31號,121.562476,24.98799,92000,380,
中山區,臺北市中山區民權東路一段31號,121.523921,25.062999,63000,829,
大安區,臺北市大安區潮州街31號,121.523095,25.029484,50000,402,
北投區,臺北市北投區石牌路二段61號,121.516014,25.116698,31500,277,
中山區,臺北市中山區樂群二路271號,121.560419,25.080119,62436,447,
內湖區,臺北市內湖區成功路三段174巷17弄1號,121.590935,25.081455,35000,292,
信義區,臺北市信義區松仁路228巷7弄1號,121.568862,25.025354,25000,398,
中山區,臺北市中山區林森北路421號,121.525676,25.05978,145000,1403,
中山區,臺北市中山區南京東路二段61號,121.530217,25.052281,241500,1733,
大安區,臺北市大安區忠孝東路三段251巷8弄1號,121.541513,25.043079,66000,635,
北投區,臺北市北投區天母西路121號,121.523334,25.11901,180000,470,
北投區,臺北市北投區石牌路二段61號,121.516014,25.116698,210000,979,
中山區,臺北市中山區復興北路361號,121.54442,25.060873,136224,1992,RPVQMLRLNHPFFCA76CC
信義區,臺北市信義區忠孝東路四段553巷22弄31號,121.563426,25.043796,65842,545,
中正區,臺北市中正區師大路151號,121.527553,25.020619,55000,636,
信義區,臺北市信義區信義路四段391號,121.558401,25.033267,62000,703,
中山區,臺北市中山區新生北路二段31巷1號,121.528175,25.054129,47000,445,
松山區,臺北市松山區南京東路四段151號,121.555665,25.051797,80000,848,
中山區,臺北市中山區民權東路二段135巷30弄1號,121.534905,25.064296,40000,296,
內湖區,臺北市內湖區港墘路127巷1號,121.576198,25.077919,60000,605,
信義區,臺北市信義區基隆路二段39巷8弄1號,121.55898,25.030852,58000,392,
內湖區,臺北市內湖區康寧路三段151號,121.611539,25.070652,33500,411,
士林區,臺北市士林區中正路181號,121.52744,25.095504,350000,2193,
北投區,臺北市北投區石牌路二段61號,121.516014,25.116698,300000,1219,
中山區,臺北市中山區南京東路二段181號,121.530085,25.052058,230000,2092,
內湖區,臺北市內湖區東湖路43巷1號,121.614036,25.06898,30000,600,
大同區,臺北市大同區民權西路211號,121.515069,25.063181,35000,456,
大安區,臺北市大安區忠孝東路四段248巷1號,121.554244,25.040841,130000,588,
中山區,臺北市中山區四平街1號,121.530546,25.053795,70000,387,
松山區,臺北市松山區東寧路1號,121.562942,25.048274,42000,473,
松山區,臺北市松山區復興南路一段61號,121.544088,25.045213,120000,2446,
中山區,臺北市中山區伊通街91號,121.534856,25.052976,62778,597,
士林區,臺北市士林區延平北路五段241號,121.509712,25.084601,125000,672,
中正區,臺北市中正區重慶南路二段61號,121.515151,25.030781,100000,556,
文山區,臺北市文山區興隆路三段121號,121.558139,24.998989,80000,708,
士林區,臺北市士林區天玉街38巷1號,121.529036,25.12084,200000,675,
內湖區,臺北市內湖區環山路二段1號,121.570642,25.086326,30000,307,
中山區,臺北市中山區龍江路241號,121.540923,25.058249,130000,510,
內湖區,臺北市內湖區成功路三段61號,121.590135,25.077352,57000,854,
信義區,臺北市信義區松德路200巷1號,121.574229,25.034537,50000,403,
士林區,臺北市士林區中正路481號,121.539401,25.158038,40000,541,
中正區,臺北市中正區忠孝東路二段1號,121.527141,25.044105,45000,554,
大安區,臺北市大安區和平東路二段61號,121.538502,25.025746,140000,1161,
大安區,臺北市大安區通化街241號,121.55307,25.025882,38000,496,
大安區,臺北市大安區仁愛路四段421號,121.556365,25.038011,70384,1153,
大安區,臺北市大安區復興南路一段107巷1號,121.544628,25.043707,70472,890,
內湖區,臺北市內湖區東湖路113巷31號,121.615462,25.069919,35000,248,
松山區,臺北市松山區長安東路二段271號,121.530028,25.04854,50000,693,
松山區,臺北市松山區光復南路6巷31號,121.556907,25.047645,40000,676,
松山區,臺北市松山區民生東路五段181號,121.564032,25.059548,13000,472,
大同區,臺北市大同區蘭州街1號,121.51385,25.061696,28000,353,
萬華區,臺北市萬華區貴陽街二段91號,121.503706,25.039964,34056,565,
萬華區,臺北市萬華區貴陽街二段91號,121.503706,25.039964,34056,531,
中正區,臺北市中正區汀州路二段1號,121.514179,25.026283,36500,803,
中正區,臺北市中正區八德路一段91號,121.53289,25.044349,130000,1806,
內湖區,臺北市內湖區康樂街20巷1號,121.618124,25.068427,50000,521,
內湖區,臺北市內湖區環山路二段91號,121.575227,25.084623,45000,430,
內湖區,臺北市內湖區成功路四段182巷6弄1號,121.593695,25.08401,30000,622,
士林區,臺北市士林區福國路31號,121.524247,25.101855,47678,529,
中山區,臺北市中山區明水路606巷1號,121.552304,25.081899,128000,651,
內湖區,臺北市內湖區五分街31號,121.613318,25.067614,70000,282,
信義區,臺北市信義區松山路121號,121.577956,25.047396,58000,601,
中山區,臺北市中山區長春路361號,121.54566,25.054658,66000,778,
信義區,臺北市信義區吳興街481號,121.569499,25.023617,35000,591,
大安區,臺北市大安區和平東路二段91號,121.539759,25.025605,90000,800,
中正區,臺北市中正區臨沂街75巷1號,121.528048,25.034977,48000,515,
中正區,臺北市中正區許昌街1號,121.516126,25.045542,220000,1037,
大安區,臺北市大安區光復南路541號,121.557578,25.03158,125000,502,
信義區,臺北市信義區虎林街31號,121.576348,25.048006,25000,491,
士林區,臺北市士林區延平北路六段116巷2弄1號,121.507902,25.089361,28000,591,
士林區,臺北市士林區重慶北路四段271號,121.510433,25.086355,38000,356,
大安區,臺北市大安區瑞安街23巷1號,121.544099,25.031155,95000,562,
信義區,臺北市信義區忠孝東路四段553巷22弄31號,121.563426,25.043796,105000,712,
松山區,臺北市松山區饒河街121號,121.574337,25.050477,140000,1290,
內湖區,臺北市內湖區文德路91號,121.583077,25.078739,200000,455,
北投區,臺北市北投區西安街一段271號,121.516904,25.111644,40000,457,
北投區,臺北市北投區實踐街61號,121.509763,25.115353,25000,711,
信義區,臺北市信義區基隆路一段421號,121.567122,25.045724,80000,678,
中山區,臺北市中山區建國北路三段121號,121.535628,25.066667,48814,398,
信義區,臺北市信義區嘉興街211號,121.556434,25.026026,56000,465,
大安區,臺北市大安區潮州街151號,121.530326,25.028499,90000,431,
中正區,臺北市中正區重慶南路一段1號,121.513365,25.046991,130000,1092,
大安區,臺北市大安區溫州街1號,121.533622,25.025755,96492,410,
北投區,臺北市北投區尊賢街241號,121.507586,25.116075,28000,597,
北投區,臺北市北投區明德路271號,121.522264,25.114648,22000,470,
內湖區,臺北市內湖區內湖路二段451號,121.593783,25.084769,50000,442,
松山區,臺北市松山區民權東路三段106巷3弄31號,121.546207,25.061562,70000,564,
內湖區,臺北市內湖區金龍路211號,121.587284,25.087983,35000,317,
信義區,臺北市信義區吳興街151號,121.56207,25.02919,60000,1043,
大安區,臺北市大安區光復南路601號,121.557843,25.048199,330000,417,
中山區,臺北市中山區中山北路二段77巷31號,121.524514,25.057557,45408,727,
大安區,臺北市大安區仁愛路四段122巷1號,121.550678,25.037531,80000,745,
文山區,臺北市文山區景文街91號,121.541439,24.991046,73000,1001,
中山區,臺北市中山區中山北路二段115巷1號,121.523484,25.061072,75000,307,
大安區,臺北市大安區四維路198巷38弄1號,121.545695,25.02661,25000,352,
大同區,臺北市大同區南京西路61號,121.519086,25.053089,350000,1979,
中山區,臺北市中山區明水路451號,121.550252,25.077502,73788,360,
內湖區,臺北市內湖區東湖路121號,121.616442,25.068286,170000,904,
大安區,臺北市大安區忠孝東路四段170巷17弄1號,121.550872,25.040037,62436,1086,
大安區,臺北市大安區敦化南路一段177巷1號,121.549736,25.043182,95000,1953,
大同區,臺北市大同區民生西路61號,121.520117,25.057725,160000,1541,
信義區,臺北市信義區莊敬路325巷1號,121.563498,25.027788,48000,968,
信義區,臺北市信義區松山路451號,121.577993,25.039902,85000,1084,
南港區,臺北市南港區興東街1號,121.613094,25.055547,76000,590,
松山區,臺北市松山區八德路四段91巷1號,121.560735,25.048896,60000,490,
士林區,臺北市士林區承德路四段10巷1號,121.521504,25.079636,33000,377,
松山區,臺北市松山區新東街30巷31號,121.567802,25.059701,50000,647,
內湖區,臺北市內湖區文德路1號,121.579713,25.078658,50000,787,
信義區,臺北市信義區福德街271號,121.589291,25.03978,43000,425,
松山區,臺北市松山區復興南路一段61號,121.544088,25.045213,283801,1191,
大安區,臺北市大安區和平東路二段181號,121.541893,25.025311,98000,1104,
中正區,臺北市中正區信義路二段61號,121.526132,25.034812,100000,774,
信義區,臺北市信義區松德路1號,121.577735,25.039323,54000,550,
內湖區,臺北市內湖區成功路二段361號,121.590662,25.071071,100000,303,
中山區,臺北市中山區敬業一路121號,121.554408,25.083951,50000,703,
中山區,臺北市中山區長安東路二段91號,121.534847,25.048526,70000,813,
信義區,臺北市信義區吳興街421號,121.56999,25.023732,32000,455,
文山區,臺北市文山區景興路238巷1號,121.542892,24.990625,30000,285,
文山區,臺北市文山區景美街91號,121.541656,24.990419,38000,356,
內湖區,臺北市內湖區瑞光路583巷1號,121.568303,25.08084,260000,767,
松山區,臺北市松山區復興北路313巷1號,121.544456,25.059046,80000,434,
松山區,臺北市松山區南京東五段31號,121.5772327,25.04987786,210000,1423,
萬華區,臺北市萬華區漢中街91號,121.507349,25.043415,1050000,6126,
內湖區,臺北市內湖區金湖路31號,121.596026,25.082951,42000,416,
大同區,臺北市大同區延平北路二段211號,121.51148,25.059772,90000,590,
大安區,臺北市大安區復興南路二段181號,121.543682,25.026848,90000,1149,
大安區,臺北市大安區和平東路三段121號,121.551564,25.024611,60000,544,
大安區,臺北市大安區四維路76巷1號,121.547861,25.034466,90816,433,
大安區,臺北市大安區忠孝東路四段91號,121.54777,25.041788,17000,433,
大安區,臺北市大安區安居街35巷1號,121.554847,25.020047,35000,746,
內湖區,臺北市內湖區內湖路一段411巷1號,121.571067,25.081896,70000,1560,
內湖區,臺北市內湖區內湖路一段411巷1號,121.571067,25.081896,75000,1671,
文山區,臺北市文山區羅斯福路六段31號,121.540024,24.999868,45000,549,
松山區,臺北市松山區八德路二段361號,121.544637,25.047885,56000,1058,
中正區,臺北市中正區信陽街1號,121.51689,25.044768,100000,613,
內湖區,臺北市內湖區文德路66巷31號,121.581726,25.077306,42000,302,
文山區,臺北市文山區景興路211號,121.543852,24.991604,32000,284,
中山區,臺北市中山區市民大道三段31號,121.534523,25.04523,88000,650,
信義區,臺北市信義區永吉路301號,121.567122,25.045724,60000,482,
文山區,臺北市文山區羅斯福路五段211號,121.539085,25.002187,42000,307,
大安區,臺北市大安區忠孝東路四段91號,121.54777,25.041788,150000,1984,
大安區,臺北市大安區忠孝東路四段170巷17弄1號,121.550872,25.040037,55000,1510,
文山區,臺北市文山區溪口街31號,121.540167,24.9946,13500,393,
文山區,臺北市文山區溪口街31號,121.540167,24.9946,13500,393,
士林區,臺北市士林區中山北路五段699巷1號,121.526906,25.097688,39000,264,
信義區,臺北市信義區林口街91號,121.579471,25.03983,45000,519,
文山區,臺北市文山區溪口街36巷1號,121.53987,24.995455,29500,247,
大安區,臺北市大安區大安路二段91號,121.546124,25.029388,45000,666,
大安區,臺北市大安區忠孝東路四段91號,121.54777,25.041788,10000,162,
中山區,臺北市中山區市民大道三段31號,121.534523,25.04523,65000,628,
信義區,臺北市信義區基隆路二段121號,121.557072,25.028451,70000,750,
大安區,臺北市大安區復興南路一段107巷1號,121.544628,25.043707,74923,864,
大安區,臺北市大安區敦化南路二段81巷1號,121.549342,25.030086,160000,684,
大安區,臺北市大安區光復南路241號,121.557843,25.048199,360000,1422,
信義區,臺北市信義區莊敬路301號,121.563267,25.028555,87411,1907,
中山區,臺北市中山區明水路672巷31號,121.551814,25.083699,85140,489,
信義區,臺北市信義區松德路200巷1號,121.574229,25.034537,70000,453,
大安區,臺北市大安區光復南路240巷1號,121.55733,25.040593,230000,1153,
內湖區,臺北市內湖區康寧路三段189巷21弄1號,121.612746,25.070678,50000,446,
大安區,臺北市大安區潮州街61號,121.524409,25.029267,43138,689,
信義區,臺北市信義區光復南路541號,121.557578,25.03158,126000,607,
信義區,臺北市信義區基隆路二段1號,121.559415,25.032423,72000,920,
信義區,臺北市信義區松德路151號,121.574824,25.036639,23500,420,
萬華區,臺北市萬華區昆明街91號,121.504775,25.042573,302500,2396,
萬華區,臺北市萬華區成都路27巷1號,121.506977,25.042764,96492,1507,
信義區,臺北市信義區吳興街220巷1號,121.562955,25.027744,113520,1024,
士林區,臺北市士林區忠誠路一段151號,121.53002,25.106637,115000,698,
內湖區,臺北市內湖區文德路61號,121.581675,25.078683,50000,283,
信義區,臺北市信義區基隆路二段181號,121.553385,25.024933,80000,607,
