location,villiage,MRT_min_distance,MRT_count_500,MRT_count_1000,mall_distance500,mall_distance1000,school_distance500,school_distance1000,school_distance1500,spot_distance_1000,spot_distance_2000,spot_distance_3000,spot_distance_4000,spot_distance_5000,pop_total,male_ratio,female_ratio,pop_density,average_age,pop_20_59,pop_ratio_20_59,pop_ratio_0_4,pop_ratio_5_9,pop_ratio_10_14,pop_ratio_15_19,pop_ratio_20_24,pop_ratio_25_29,pop_ratio_30_34,pop_ratio_35_39,pop_ratio_40_44,pop_ratio_45_49,pop_ratio_50_54,pop_ratio_55_59,pop_ratio_60_64,pop_ratio_65_69,pop_ratio_70_74,pop_ratio_75_79,pop_ratio_80_84,pop_ratio_85_89,pop_ratio_90_94,pop_ratio_95_99,pop_ratio_100_up,doctorate,master,bachelor,high_school,junior_high_school,elementary_school,self-taught,illiterate,median_income,buying_power_index,index_of_retail_saturation,rental_cost,success
25台北市士林區東山路25巷135號,東山里,3.1,0,0,0,0,0,3,1,0,3,1,2,8,5199,0.479899981,0.520100019,3449.885211,43.05329567,3029,0.570433145,0.038418079,0.03653484,0.047645951,0.045951036,0.061770245,0.069491525,0.072316384,0.066290019,0.070056497,0.072881356,0.080979284,0.076647834,0.08173258,0.068173258,0.037099812,0.027118644,0.019020716,0.0173258,0.009039548,0.001129944,0.000376648,0.013522215,0.113329041,0.491092509,0.23717536,0.065464692,0.075767332,0.001717107,0.001931745,721,0.102633099,901552356.4,590.6666667,0
27台北市大安區臥龍街278號,黎和里,2.2,0,0,0,0,0,1,3,0,1,5,15,20,4527,0.471172962,0.528827038,8946.143892,44.58142916,2849,0.591815538,0.039468218,0.030535937,0.02783548,0.04258413,0.045907769,0.055255505,0.066057333,0.091607811,0.083298712,0.09326963,0.07852098,0.077897798,0.07852098,0.073950976,0.046323224,0.031159119,0.018695472,0.010594101,0.006855006,0.001246365,0.000415455,0.014275846,0.119963159,0.49113516,0.236011973,0.066543864,0.067004375,0.001611789,0.003453834,780,0.125342505,1003156621,502.3333333,0
28台北市中正區南昌路1段1-1號,龍福里,0.4,2,3,0,0,1,6,9,5,22,28,34,41,5699,0.477452185,0.522547815,25709.16284,38.07598936,3168,0.526770868,0.074160293,0.076820752,0.064183572,0.054206851,0.046558031,0.050881277,0.053541736,0.092949784,0.092450948,0.076321916,0.05803126,0.056035916,0.052544064,0.053209179,0.039574327,0.025606917,0.015962754,0.010641836,0.003325574,0.002660459,0.000332557,0.027330508,0.169279661,0.532627119,0.190677966,0.044279661,0.032627119,0.001059322,0.002118644,914,0.062155041,360062293.6,593.6666667,0
29台北市士林區中山北路5段282巷27號,福林里,1.5,0,1,0,0,0,3,1,0,9,7,15,23,2961,0.485984465,0.514015535,1457.187495,45.19802632,1664,0.547368421,0.046381579,0.036184211,0.033223684,0.038815789,0.051644737,0.063157895,0.060197368,0.073684211,0.069736842,0.06875,0.076644737,0.083552632,0.083552632,0.066118421,0.042763158,0.038157895,0.032894737,0.020723684,0.010526316,0.002631579,0.000657895,0.017113095,0.109747024,0.475818452,0.240327381,0.061383929,0.087425595,0.001488095,0.006696429,722,0.102633099,901552356.4,1364,0
30台北市信義區吳興街284巷59弄11號,雙和里,2.9,0,0,0,0,0,2,0,0,4,1,5,16,7100,0.475915493,0.524084507,27458.10897,43.56803995,4158,0.576779026,0.041198502,0.037453184,0.033291719,0.046885837,0.056595922,0.057012068,0.06866417,0.087806908,0.078929116,0.078651685,0.069496463,0.079622694,0.078235539,0.068802885,0.049382716,0.029268969,0.016368428,0.012068248,0.006797059,0.003051741,0.000416146,0.014370509,0.113870665,0.519525148,0.222899094,0.058263043,0.066541706,0.001405811,0.003124024,727,0.087254353,704280209.3,658.6666667,0
31台北市士林區愛富三街12巷14-2號,陽明里,5,0,0,0,0,0,1,3,0,0,1,1,1,3052,0.484272608,0.515727392,1400.661288,47.81612903,1692,0.545806452,0.037419355,0.020967742,0.02,0.038387097,0.054516129,0.057741935,0.064193548,0.070322581,0.070967742,0.061612903,0.080322581,0.086129032,0.088709677,0.07516129,0.051290323,0.041612903,0.042580645,0.019032258,0.013870968,0.004516129,0.000645161,0.018550928,0.10220511,0.456422821,0.231361568,0.079103955,0.102555128,0.00280014,0.00700035,721,0.102633099,901552356.4,481.6666667,0
32台北市士林區莊頂路172巷34弄10號,永福里,4.4,0,0,0,0,0,0,0,0,2,0,2,5,1267,0.485398579,0.514601421,857.2920356,46.99843872,711,0.555035129,0.050741608,0.017174083,0.017954723,0.037470726,0.06479313,0.058548009,0.050741608,0.067915691,0.06010929,0.088212334,0.079625293,0.085089774,0.079625293,0.075722092,0.053864169,0.046838407,0.032786885,0.016393443,0.010928962,0.004683841,0.00078064,0.021349274,0.103330487,0.379163108,0.273270709,0.08881298,0.125533732,0.003415884,0.005123826,804,0.102633099,901552356.4,590.6666667,0
34台北市士林區仰德大道3段125巷27-1號,新安里,5.1,0,0,0,0,0,0,1,0,0,0,0,3,1888,0.493644068,0.506355932,949.357145,47.58277463,1050,0.541516246,0.035585353,0.017019082,0.025786488,0.041258381,0.056214544,0.059308922,0.060340382,0.08406395,0.066013409,0.060340382,0.071686436,0.083548221,0.082001031,0.088189789,0.050025786,0.043837029,0.036101083,0.024755028,0.010830325,0.003094379,0,0.014549524,0.094571908,0.42697258,0.247901511,0.083379966,0.125349748,0.001119194,0.006155568,631,0.102633099,901552356.4,568.6666667,0
35台北市信義區吳興街600巷100弄121號,泰和里,2.8,0,0,0,0,0,0,0,0,2,0,4,6,7690,0.473081925,0.526918075,10936.13298,42.84554679,4819,0.603657773,0.045972692,0.032945008,0.030439684,0.043843167,0.054365527,0.067393211,0.070524865,0.091193787,0.089314794,0.077038707,0.080546161,0.073280722,0.07202806,0.069021671,0.04046098,0.027182763,0.016910936,0.008518101,0.007515971,0.001377928,0.000125266,0.011673699,0.095639944,0.469620253,0.258790436,0.075949367,0.081153305,0.001547117,0.005625879,692,0.087254353,704280209.3,512,0
36台北市士林區承德路4段1巷17號,明勝里,4.3,0,2,0,0,0,2,0,0,9,1,2,6,4933,0.479627002,0.520372998,16891.06367,44.02627912,2881,0.573561617,0.043798527,0.036233327,0.034839737,0.03543699,0.049771053,0.058928927,0.074258411,0.087198885,0.08839339,0.072665738,0.07326299,0.069082222,0.07843918,0.07326299,0.045789369,0.030061716,0.021899263,0.018116663,0.007167032,0.001393589,0,0.010346379,0.10391363,0.4788574,0.255510571,0.065002249,0.080521817,0.001574449,0.004273504,666,0.102633099,901552356.4,373.3333333,0
37台北市中正區重慶南路2段6巷4弄3號,南門里,0.2,1,4,0,1,2,4,12,5,21,27,34,39,2851,0.469309014,0.530690986,8949.935223,40.50137174,1462,0.501371742,0.0521262,0.066872428,0.083676269,0.049382716,0.049725652,0.037722908,0.056584362,0.071673525,0.099108368,0.076474623,0.05829904,0.051783265,0.054526749,0.061042524,0.049039781,0.031893004,0.022633745,0.015775034,0.007887517,0.003772291,0,0.029677419,0.15827957,0.530322581,0.192258065,0.045591398,0.037849462,0.00172043,0.004301075,881,0.062155041,360062293.6,436.6666667,0
40台北市萬華區長順街46巷49號,華江里,2,0,0,0,0,0,0,0,0,5,7,15,22,8414,0.485500357,0.514499643,14984.96082,43.04864802,5213,0.602380402,0.048070257,0.036052692,0.022186272,0.042754795,0.055465681,0.07129651,0.073145366,0.093598336,0.085856251,0.073954241,0.072914259,0.076149757,0.070025422,0.066443263,0.039519297,0.031777213,0.022070719,0.013173099,0.004391033,0.001039982,0.000115554,0.00478407,0.061029222,0.40651668,0.282777347,0.122446341,0.112490303,0.001810189,0.008145849,584,0.068733215,1220539682,254.3333333,0
41台北市文山區木柵路5段161-1號,博嘉里,2.8,0,0,0,0,0,0,0,0,1,1,2,2,6080,0.479276316,0.520723684,1445.820414,41.68338507,3598,0.587812449,0.056036595,0.047051135,0.032347656,0.044273811,0.057833687,0.065185427,0.072047051,0.082012743,0.082666231,0.075477863,0.076621467,0.075967979,0.073517399,0.056690083,0.036595328,0.026466264,0.01797092,0.012579644,0.007024996,0.000980232,0.000653488,0.016250945,0.122260015,0.476190476,0.232237339,0.073318216,0.071050642,0.00170068,0.006991686,771,0.096850182,1276190798,361,0
42台北市萬華區長順街125號,華江里,1.7,0,0,0,0,0,0,1,0,5,10,17,23,8414,0.485500357,0.514499643,14984.96082,43.04864802,5213,0.602380402,0.048070257,0.036052692,0.022186272,0.042754795,0.055465681,0.07129651,0.073145366,0.093598336,0.085856251,0.073954241,0.072914259,0.076149757,0.070025422,0.066443263,0.039519297,0.031777213,0.022070719,0.013173099,0.004391033,0.001039982,0.000115554,0.00478407,0.061029222,0.40651668,0.282777347,0.122446341,0.112490303,0.001810189,0.008145849,584,0.068733215,1220539682,254.3333333,0
44台北市士林區永公路245巷34弄388號,公館里,7.5,0,0,0,0,0,0,0,0,0,0,0,1,1410,0.519858156,0.480141844,788.8911363,45.62012757,800,0.566973778,0.043940468,0.027639972,0.024096386,0.036144578,0.059532247,0.071580439,0.059532247,0.072289157,0.075832743,0.063075833,0.077250177,0.087880936,0.097094259,0.058823529,0.049610206,0.036144578,0.026222537,0.021261517,0.007087172,0.004961021,0,0.009404389,0.05015674,0.369905956,0.295454545,0.123824451,0.140282132,0.003134796,0.007836991,663,0.102633099,901552356.4,549.3333333,0
46台北市文山區和平東路4段295巷92號,博嘉里,0.5,1,3,0,0,0,1,1,0,2,2,3,6,6080,0.479276316,0.520723684,1445.820414,41.68338507,3598,0.587812449,0.056036595,0.047051135,0.032347656,0.044273811,0.057833687,0.065185427,0.072047051,0.082012743,0.082666231,0.075477863,0.076621467,0.075967979,0.073517399,0.056690083,0.036595328,0.026466264,0.01797092,0.012579644,0.007024996,0.000980232,0.000653488,0.016250945,0.122260015,0.476190476,0.232237339,0.073318216,0.071050642,0.00170068,0.006991686,771,0.096850182,1276190798,445.3333333,0
48台北市南港區成福路121巷10號,成福里,0.9,0,1,0,0,0,3,5,0,3,4,10,12,7654,0.479357199,0.520642801,15235.8954,42.09836274,4619,0.586241909,0.055463891,0.036425942,0.033379871,0.045564158,0.051275543,0.055717731,0.074374921,0.107247113,0.089986039,0.072090367,0.066505902,0.069044295,0.077040234,0.063967509,0.041248889,0.026399289,0.015611118,0.010534332,0.006219063,0.001776875,0.00012692,0.007835171,0.099535694,0.469094602,0.253482298,0.071822403,0.091410331,0.001741149,0.005078352,680,0.041726568,681187333.8,628,0
49台北市大安區基隆路3段155巷150弄38號,學府里,1.8,0,0,0,0,0,1,4,0,2,4,15,20,2674,0.490276739,0.509723261,1167.651566,46.28032246,1373,0.503114694,0.036277025,0.074386222,0.027849029,0.043605716,0.05349945,0.043239282,0.043605716,0.058629535,0.061561011,0.066324661,0.083547087,0.092707952,0.074386222,0.056064492,0.04067424,0.041407109,0.038475632,0.031513375,0.022718945,0.009160865,0.000366435,0.096980009,0.101658869,0.346660995,0.256911952,0.092726499,0.098256061,0.002126755,0.00467886,730,0.125342505,1003156621,516.3333333,0
50台北市士林區環河北路3段239號,社新里,3.1,0,0,0,0,0,0,0,0,3,4,13,16,9273,0.49854416,0.50145584,23220.56443,41.99386503,5537,0.58567802,0.050560609,0.038607997,0.038396446,0.048339327,0.05394542,0.055955151,0.064734504,0.095092025,0.098688386,0.080812355,0.067378887,0.069071293,0.070340597,0.068648191,0.038290671,0.029299767,0.018193357,0.007721599,0.004548339,0.001163529,0.000211551,0.003879728,0.055771096,0.389548982,0.295950533,0.112754607,0.133608147,0.002303589,0.006183317,592,0.102633099,901552356.4,431.6666667,0
51台北市大安區基隆路3段155巷136弄臨34號,學府里,1.9,0,0,0,0,0,2,4,0,2,4,15,19,2674,0.490276739,0.509723261,1167.651566,46.28032246,1373,0.503114694,0.036277025,0.074386222,0.027849029,0.043605716,0.05349945,0.043239282,0.043605716,0.058629535,0.061561011,0.066324661,0.083547087,0.092707952,0.074386222,0.056064492,0.04067424,0.041407109,0.038475632,0.031513375,0.022718945,0.009160865,0.000366435,0.096980009,0.101658869,0.346660995,0.256911952,0.092726499,0.098256061,0.002126755,0.00467886,730,0.125342505,1003156621,452.6666667,0
53台北市士林區中山北路7段190巷114號,天母里,3.4,0,0,0,0,0,2,0,0,0,0,1,6,6852,0.470081728,0.529918272,3670.577022,43.24873974,3676,0.529454127,0.044505257,0.046665706,0.046377647,0.050554515,0.053579144,0.058620193,0.064525421,0.071294829,0.063517212,0.061356762,0.078208267,0.078352297,0.085985885,0.075903788,0.042344808,0.031686591,0.021172404,0.015555235,0.006913438,0.002304479,0.00057612,0.016533066,0.144288577,0.529392118,0.210420842,0.050768203,0.044088176,0.001169005,0.003340013,864,0.102633099,901552356.4,534.3333333,0
54台北市中山區北安路501巷92號,永安里,1,0,1,0,0,0,2,3,0,7,7,12,20,9685,0.461641714,0.538358286,36921.08475,40.72686734,5521,0.559541907,0.055640012,0.066078849,0.040640519,0.050673964,0.062734367,0.057666971,0.056653491,0.069524678,0.07530151,0.074186683,0.078645992,0.084828215,0.070639505,0.060403365,0.037093341,0.027262592,0.015404885,0.010844228,0.004662005,0.000912131,0.000202696,0.022383545,0.162129462,0.543738657,0.178947368,0.05214761,0.038475499,0.000483969,0.00169389,984,0.091203468,450445974.8,396,0
56台北市士林區永公路447號,公館里,6.5,0,0,0,0,0,0,0,0,0,0,0,0,1410,0.519858156,0.480141844,788.8911363,45.62012757,800,0.566973778,0.043940468,0.027639972,0.024096386,0.036144578,0.059532247,0.071580439,0.059532247,0.072289157,0.075832743,0.063075833,0.077250177,0.087880936,0.097094259,0.058823529,0.049610206,0.036144578,0.026222537,0.021261517,0.007087172,0.004961021,0,0.009404389,0.05015674,0.369905956,0.295454545,0.123824451,0.140282132,0.003134796,0.007836991,663,0.102633099,901552356.4,534.3333333,0
58台北市大安區和平東路2段18巷15號,龍門里,0.9,0,5,0,0,1,6,9,1,8,11,23,41,4621,0.462670418,0.537329582,9038.513477,41.75878865,2268,0.480304956,0.045955104,0.072426938,0.078780178,0.049767048,0.046166878,0.037484117,0.041507836,0.067132571,0.086615841,0.077085981,0.06120288,0.063108852,0.066709022,0.068614994,0.055273189,0.036213469,0.019906819,0.013553579,0.008470987,0.003388395,0.000635324,0.039303614,0.208124505,0.545238723,0.150356107,0.034027961,0.021893959,0.000263783,0.000791348,1080,0.125342505,1003156621,588.6666667,0
61台北市信義區信義路5段150巷102號,六合里,2.5,0,0,0,0,0,0,0,0,0,2,8,10,6699,0.472458576,0.527541424,5259.720598,45.22390029,3975,0.582844575,0.03914956,0.030351906,0.026246334,0.036510264,0.056891496,0.068914956,0.068475073,0.070674487,0.071847507,0.070967742,0.090029326,0.085043988,0.080058651,0.073753666,0.046774194,0.035777126,0.023607038,0.012903226,0.008651026,0.002785924,0.00058651,0.016539647,0.13458732,0.525377007,0.208367115,0.058375223,0.052213394,0.001135074,0.003405221,769,0.087254353,704280209.3,512,0
62台北市士林區東山路25巷81弄87號,東山里,4.5,0,0,0,0,0,2,0,0,0,0,1,2,5199,0.479899981,0.520100019,3449.885211,43.05329567,3029,0.570433145,0.038418079,0.03653484,0.047645951,0.045951036,0.061770245,0.069491525,0.072316384,0.066290019,0.070056497,0.072881356,0.080979284,0.076647834,0.08173258,0.068173258,0.037099812,0.027118644,0.019020716,0.0173258,0.009039548,0.001129944,0.000376648,0.013522215,0.113329041,0.491092509,0.23717536,0.065464692,0.075767332,0.001717107,0.001931745,721,0.102633099,901552356.4,534.3333333,0
63台北市士林區中山北路7段232巷1弄37號,天母里,3.3,0,0,0,0,0,1,0,0,0,0,1,7,6852,0.470081728,0.529918272,3670.577022,43.24873974,3676,0.529454127,0.044505257,0.046665706,0.046377647,0.050554515,0.053579144,0.058620193,0.064525421,0.071294829,0.063517212,0.061356762,0.078208267,0.078352297,0.085985885,0.075903788,0.042344808,0.031686591,0.021172404,0.015555235,0.006913438,0.002304479,0.00057612,0.016533066,0.144288577,0.529392118,0.210420842,0.050768203,0.044088176,0.001169005,0.003340013,864,0.102633099,901552356.4,526.3333333,0
64台北市文山區木柵路1段17巷1號,試院里,0.8,0,2,0,1,1,4,7,1,1,1,5,6,6923,0.474794164,0.525205836,16219.30262,41.94135846,4164,0.58557165,0.050625791,0.044860076,0.035297427,0.049360146,0.060329068,0.057235269,0.06525102,0.088595134,0.077626213,0.080016875,0.078469976,0.078048095,0.074673042,0.059907186,0.037688089,0.025734777,0.015609619,0.011953312,0.006328224,0.002250035,0.000140627,0.021841126,0.13881249,0.520304158,0.212263388,0.052256916,0.048859408,0.001779647,0.003882867,798,0.096850182,1276190798,330.6666667,0
65台北市文山區辛亥路4段21巷42號,興昌里,0.9,0,1,0,0,0,0,0,0,0,0,1,4,6717,0.471936877,0.528063123,11820.10743,42.76455992,4112,0.60020435,0.041891695,0.040723982,0.03532331,0.048752007,0.058969494,0.060137206,0.058677565,0.079112538,0.084805138,0.090205809,0.083783389,0.08451321,0.071522405,0.059261422,0.039264341,0.02568968,0.016493942,0.011969056,0.006276456,0.002335425,0.000291928,0.02283634,0.149760053,0.519609465,0.210656958,0.047823929,0.046169121,0.000827404,0.00231673,812,0.096850182,1276190798,483.3333333,0
67台北市大同區延平北路4段294巷2號,老師里,1.6,0,0,0,0,0,2,3,2,7,11,19,30,5866,0.495908626,0.504091374,10423.20757,43.12919296,3539,0.587678512,0.046164065,0.037030887,0.031717038,0.040684158,0.056625706,0.060278977,0.076386583,0.09382265,0.083527067,0.075390236,0.070906676,0.070740618,0.075224178,0.065260711,0.038027233,0.032049153,0.025240784,0.014779143,0.005147791,0.000996347,0,0.00412758,0.069043152,0.419512195,0.287804878,0.104878049,0.107317073,0.002439024,0.004878049,606,0.046560732,677679895.4,390.6666667,0
68台北市文山區和興路44巷1弄7號,試院里,1.2,0,1,0,1,0,2,5,0,1,1,3,7,6923,0.474794164,0.525205836,16219.30262,41.94135846,4164,0.58557165,0.050625791,0.044860076,0.035297427,0.049360146,0.060329068,0.057235269,0.06525102,0.088595134,0.077626213,0.080016875,0.078469976,0.078048095,0.074673042,0.059907186,0.037688089,0.025734777,0.015609619,0.011953312,0.006328224,0.002250035,0.000140627,0.021841126,0.13881249,0.520304158,0.212263388,0.052256916,0.048859408,0.001779647,0.003882867,798,0.096850182,1276190798,309.6666667,0
71台北市文山區萬芳路105巷17號,興光里,0.6,0,2,0,0,0,6,7,0,2,1,4,8,3457,0.459357825,0.540642175,9531.773098,41.93168605,2081,0.604941861,0.048837209,0.034593023,0.034302326,0.055232558,0.062209302,0.059883721,0.069186047,0.086337209,0.077034884,0.088953488,0.086918605,0.074418605,0.062790698,0.060174419,0.0375,0.027906977,0.016569767,0.011046512,0.003488372,0.002325581,0.000290698,0.0184514,0.121252059,0.480395387,0.245140033,0.057331137,0.068863262,0.003294893,0.005271829,755,0.096850182,1276190798,405,0
72台北市文山區辛亥路6段21巷34號,華興里,2.2,0,0,0,0,0,3,3,0,1,1,3,5,9199,0.480813132,0.519186868,14619.99182,41.46016469,5521,0.590418137,0.05165223,0.048123195,0.039247139,0.050262004,0.064805903,0.059672762,0.058603358,0.077317934,0.082985777,0.08373436,0.080312266,0.082985777,0.065126724,0.050475885,0.040102663,0.027697572,0.01978398,0.00973158,0.005774783,0.001069404,0.000534702,0.023226928,0.139858403,0.494969569,0.225810458,0.048813812,0.060240964,0.002359955,0.004719911,823,0.096850182,1276190798,414,0
76台北市南港區研究院路2段102巷23弄1號,中研里,2.1,0,0,0,0,0,1,0,0,0,0,0,0,9647,0.493832279,0.506167721,10168.93302,40.87312821,5707,0.585333333,0.061538462,0.054871795,0.030153846,0.038358974,0.054666667,0.069641026,0.077948718,0.099692308,0.082769231,0.062153846,0.063589744,0.074871795,0.075897436,0.059384615,0.034461538,0.023179487,0.019282051,0.010461538,0.005333333,0.001230769,0.000512821,0.042062252,0.116211994,0.47410167,0.215719265,0.062853022,0.081120058,0.002283379,0.00564836,722,0.041726568,681187333.8,397,0
77台北市文山區木柵路5段137號,博嘉里,1.6,0,0,0,0,0,0,0,0,2,2,2,3,6080,0.479276316,0.520723684,1445.820414,41.68338507,3598,0.587812449,0.056036595,0.047051135,0.032347656,0.044273811,0.057833687,0.065185427,0.072047051,0.082012743,0.082666231,0.075477863,0.076621467,0.075967979,0.073517399,0.056690083,0.036595328,0.026466264,0.01797092,0.012579644,0.007024996,0.000980232,0.000653488,0.016250945,0.122260015,0.476190476,0.232237339,0.073318216,0.071050642,0.00170068,0.006991686,771,0.096850182,1276190798,369.3333333,0
78台北市信義區松信路36號,雅祥里,0.8,0,2,0,2,1,3,8,3,9,11,13,17,5041,0.483832573,0.516167427,31325.45545,43.19836798,2987,0.580338061,0.04701768,0.038469011,0.032446085,0.044880513,0.051680591,0.057897805,0.063920731,0.088789586,0.090732466,0.081406645,0.071692248,0.074217991,0.082572372,0.061006412,0.041577618,0.034388964,0.017291626,0.012628716,0.005440062,0.001360016,0.000582864,0.012555066,0.121806167,0.481497797,0.226651982,0.070484581,0.081497797,0.00154185,0.003964758,720,0.087254353,704280209.3,685.6666667,0
79台北市南港區忠孝東路7段2號,新光里,0.4,1,2,0,1,2,2,3,0,0,3,5,10,3695,0.473342355,0.526657645,2496.049079,43.12138114,2207,0.586188579,0.046480744,0.034794157,0.034528552,0.040371846,0.050730412,0.070916335,0.071447543,0.095883134,0.084196547,0.067197875,0.065073041,0.080743692,0.074900398,0.067729084,0.049667995,0.022841965,0.021779548,0.012217795,0.005312085,0.002921647,0.000265604,0.008711325,0.096124962,0.460198258,0.253529588,0.078401922,0.094022229,0.003304296,0.00570742,672,0.041726568,681187333.8,459.6666667,0
80台北市士林區文林路661巷22號,德華里,0.5,1,4,0,1,2,8,8,0,6,6,10,14,5774,0.462937305,0.537062695,19857.87433,42.92701357,3293,0.565516057,0.050489438,0.043963593,0.035033488,0.039155075,0.051004637,0.065430191,0.071269105,0.088614116,0.085179461,0.068693114,0.068349648,0.066975786,0.071612571,0.071440838,0.049287309,0.031083634,0.023183926,0.011506097,0.004980251,0.002575992,0.000171733,0.012625764,0.106135332,0.490826593,0.231012034,0.068652594,0.084632077,0.002761886,0.003353719,683,0.102633099,901552356.4,2403.333333,0
83台北市文山區木柵路5段52號,博嘉里,1.2,0,1,0,0,0,0,0,0,2,2,2,3,6080,0.479276316,0.520723684,1445.820414,41.68338507,3598,0.587812449,0.056036595,0.047051135,0.032347656,0.044273811,0.057833687,0.065185427,0.072047051,0.082012743,0.082666231,0.075477863,0.076621467,0.075967979,0.073517399,0.056690083,0.036595328,0.026466264,0.01797092,0.012579644,0.007024996,0.000980232,0.000653488,0.016250945,0.122260015,0.476190476,0.232237339,0.073318216,0.071050642,0.00170068,0.006991686,771,0.096850182,1276190798,369.3333333,0
84台北市士林區永公路251號,公館里,4.9,0,0,0,0,0,0,0,0,0,0,0,2,1410,0.519858156,0.480141844,788.8911363,45.62012757,800,0.566973778,0.043940468,0.027639972,0.024096386,0.036144578,0.059532247,0.071580439,0.059532247,0.072289157,0.075832743,0.063075833,0.077250177,0.087880936,0.097094259,0.058823529,0.049610206,0.036144578,0.026222537,0.021261517,0.007087172,0.004961021,0,0.009404389,0.05015674,0.369905956,0.295454545,0.123824451,0.140282132,0.003134796,0.007836991,663,0.102633099,901552356.4,568.6666667,0
85台北市大安區建國南路1段286巷32號,民炤里,0.4,1,6,0,1,2,8,15,2,6,20,36,47,8380,0.468735084,0.531264916,32036.15159,43.96241404,4190,0.496798672,0.045648565,0.058098174,0.054896846,0.048375622,0.047071378,0.047189945,0.045529998,0.066279346,0.070784918,0.072800569,0.071140621,0.076001897,0.070547783,0.072207731,0.051695518,0.040075883,0.027270571,0.020867916,0.011026796,0.001897083,0.000592839,0.033540023,0.19729425,0.542559188,0.160231116,0.037063134,0.026352875,0.00126832,0.001691094,954,0.125342505,1003156621,547.6666667,0
89台北市中正區中山南路18巷49-1號,東門里,0.5,1,4,0,4,1,7,11,7,22,29,35,41,3989,0.483329155,0.516670845,5299.603846,41.43286867,2125,0.519686965,0.052090976,0.064563463,0.058449499,0.04793348,0.04622157,0.048422597,0.057960382,0.0855955,0.084128149,0.060405967,0.071411103,0.065541697,0.067987283,0.072144779,0.047199804,0.028124236,0.019320127,0.01369528,0.004402054,0.004157496,0.000244559,0.03587311,0.194485621,0.514675363,0.164838423,0.040913134,0.045063741,0.000889416,0.003261192,912,0.062155041,360062293.6,479.3333333,0
90台北市士林區中山北路7段81巷28弄12號,天母里,2.3,0,0,0,2,0,0,2,0,0,1,5,9,6852,0.470081728,0.529918272,3670.577022,43.24873974,3676,0.529454127,0.044505257,0.046665706,0.046377647,0.050554515,0.053579144,0.058620193,0.064525421,0.071294829,0.063517212,0.061356762,0.078208267,0.078352297,0.085985885,0.075903788,0.042344808,0.031686591,0.021172404,0.015555235,0.006913438,0.002304479,0.00057612,0.016533066,0.144288577,0.529392118,0.210420842,0.050768203,0.044088176,0.001169005,0.003340013,864,0.102633099,901552356.4,725.6666667,0
91台北市大安區杭州南路2段61巷21號,錦泰里,0.6,0,4,0,0,2,5,10,2,16,26,32,43,4071,0.482682388,0.517317612,29422.78096,40.15785555,1995,0.495160089,0.050881112,0.078679573,0.086870191,0.049143708,0.041449491,0.03201787,0.049391909,0.073963763,0.095805411,0.083643584,0.066269546,0.052618516,0.056341524,0.061057334,0.042938694,0.032266071,0.02283445,0.014147431,0.006453214,0.002482005,0.000744602,0.045612924,0.206525182,0.542603738,0.152993348,0.02914159,0.021539436,0.000316756,0.001267026,1052,0.125342505,1003156621,491,0
92台北市士林區社中街210巷42號,社子里,2.8,0,0,0,0,0,4,0,0,4,6,10,18,6630,0.494117647,0.505882353,17899.74399,41.99895911,3937,0.585427509,0.047583643,0.044312268,0.040446097,0.042973978,0.055464684,0.061412639,0.069591078,0.092342007,0.088327138,0.072862454,0.073605948,0.071821561,0.070780669,0.067211896,0.036877323,0.025724907,0.024089219,0.008624535,0.004460967,0.000892193,0.000594796,0.005998286,0.066152528,0.389203085,0.280034276,0.11293916,0.136932305,0.001885176,0.006855184,608,0.102633099,901552356.4,431.6666667,0
93台北市中正區重慶南路2段14-3號,龍福里,0.5,1,3,0,0,1,4,11,5,20,25,31,38,5699,0.477452185,0.522547815,25709.16284,38.07598936,3168,0.526770868,0.074160293,0.076820752,0.064183572,0.054206851,0.046558031,0.050881277,0.053541736,0.092949784,0.092450948,0.076321916,0.05803126,0.056035916,0.052544064,0.053209179,0.039574327,0.025606917,0.015962754,0.010641836,0.003325574,0.002660459,0.000332557,0.027330508,0.169279661,0.532627119,0.190677966,0.044279661,0.032627119,0.001059322,0.002118644,914,0.062155041,360062293.6,436.6666667,0
95台北市大安區富陽街180巷2弄8號,黎孝里,2.2,0,0,0,0,0,1,1,0,1,2,12,18,7684,0.472670484,0.527329516,24520.78286,44.23454732,4400,0.564247243,0.04834573,0.031418312,0.031290074,0.036419595,0.051808156,0.058476532,0.073736856,0.090536035,0.077712234,0.068863811,0.067966145,0.075147474,0.082072326,0.082969992,0.054501154,0.030392408,0.016927417,0.012567325,0.0064119,0.002436522,0,0.013416042,0.117714945,0.51644547,0.227928448,0.055972302,0.063185228,0.001154068,0.004183497,743,0.125342505,1003156621,516.3333333,0
96台北市大安區和平東路3段308巷51號,黎孝里,1.7,0,0,0,0,1,3,4,0,1,9,15,23,7684,0.472670484,0.527329516,24520.78286,44.23454732,4400,0.564247243,0.04834573,0.031418312,0.031290074,0.036419595,0.051808156,0.058476532,0.073736856,0.090536035,0.077712234,0.068863811,0.067966145,0.075147474,0.082072326,0.082969992,0.054501154,0.030392408,0.016927417,0.012567325,0.0064119,0.002436522,0,0.013416042,0.117714945,0.51644547,0.227928448,0.055972302,0.063185228,0.001154068,0.004183497,743,0.125342505,1003156621,516.3333333,0
