location,villiage,MRT_min_distance,MRT_count_500,MRT_count_1000,mall_distance500,mall_distance1000,school_distance500,school_distance1000,school_distance1500,spot_distance_1000,spot_distance_2000,spot_distance_3000,spot_distance_4000,spot_distance_5000,pop_total,male_ratio,female_ratio,pop_density,average_age,pop_20_59,pop_ratio_20_59,pop_ratio_0_4,pop_ratio_5_9,pop_ratio_10_14,pop_ratio_15_19,pop_ratio_20_24,pop_ratio_25_29,pop_ratio_30_34,pop_ratio_35_39,pop_ratio_40_44,pop_ratio_45_49,pop_ratio_50_54,pop_ratio_55_59,pop_ratio_60_64,pop_ratio_65_69,pop_ratio_70_74,pop_ratio_75_79,pop_ratio_80_84,pop_ratio_85_89,pop_ratio_90_94,pop_ratio_95_99,pop_ratio_100_up,doctorate,master,bachelor,high_school,junior_high_school,elementary_school,self-taught,illiterate,median_income,buying_power_index,index_of_retail_saturation,rental_cost,success
清心福全文大店,,5.5,0,0,0,0,1,3,3,0,0,1,1,1,3052,0.484272608,0.515727392,1400.661288,47.81612903,1692,0.545806452,0.037419355,0.020967742,0.02,0.038387097,0.054516129,0.057741935,0.064193548,0.070322581,0.070967742,0.061612903,0.080322581,0.086129032,0.088709677,0.07516129,0.051290323,0.041612903,0.042580645,0.019032258,0.013870968,0.004516129,0.000645161,0.018550928,0.10220511,0.456422821,0.231361568,0.079103955,0.102555128,0.00280014,0.00700035,721,0.102633099,901552356.4,481.6666667,1
清心福全承德店,,0.8,0,1,0,0,0,5,7,0,13,12,18,26,6279,0.475075649,0.524924351,42704.70589,43.16734185,3751,0.584449984,0.045808663,0.038173886,0.034434403,0.043004051,0.050483017,0.059208476,0.076036148,0.087098785,0.08756622,0.070582736,0.075724525,0.077750078,0.076659395,0.0674665,0.037239015,0.028357744,0.024774073,0.011997507,0.005920848,0.001402306,0.000311624,0.005302227,0.060622128,0.395546129,0.30116649,0.114881584,0.111876988,0.002474373,0.008130081,621,0.102633099,901552356.4,924,1
清心福全劍潭店,,0.4,2,4,1,0,0,10,9,2,9,16,19,30,3250,0.484615385,0.515384615,14887.84262,42.43396779,1930,0.565153734,0.044802343,0.042752562,0.047437775,0.050658858,0.060029283,0.054172767,0.064714495,0.084333821,0.0761347,0.069985359,0.070278184,0.085505124,0.076427526,0.057979502,0.039238653,0.030161054,0.025183016,0.014934114,0.003513909,0.001756955,0,0.010832769,0.096817874,0.452945159,0.266079892,0.075152336,0.092755586,0.001015572,0.004400812,746,0.102633099,901552356.4,1364,1
清心福全福華店,,0.3,1,2,1,1,2,4,9,0,6,6,8,13,4534,0.468019409,0.531980591,22920.89237,43.74725033,2550,0.560932688,0.045314562,0.036515618,0.04091509,0.041135064,0.04641443,0.060272767,0.065772107,0.085129784,0.085129784,0.076990761,0.0708315,0.070391553,0.077870656,0.069731632,0.052133744,0.033875935,0.023317202,0.010778707,0.005059393,0.001979762,0.000439947,0.014543631,0.108575727,0.486960883,0.242978937,0.066449348,0.075977934,0.001755266,0.002758275,699,0.102633099,901552356.4,1577.666667,1
清心福全陽明店,,0.2,1,5,0,0,0,9,10,1,13,10,15,24,3918,0.482388974,0.517611026,29897.91205,43.34082959,2247,0.561469265,0.042728636,0.044977511,0.040229885,0.043728136,0.055972014,0.060969515,0.064217891,0.082708646,0.08195902,0.070464768,0.076961519,0.068215892,0.069465267,0.059470265,0.046226887,0.041729135,0.025737131,0.017491254,0.005747126,0.0009995,0,0.009455587,0.072492837,0.46017192,0.271346705,0.079942693,0.100573066,0.002005731,0.004011461,668,0.102633099,901552356.4,597.6666667,1
清心福全社子店,,2.7,0,0,0,0,0,0,0,0,5,6,15,21,9273,0.49854416,0.50145584,23220.56443,41.99386503,5537,0.58567802,0.050560609,0.038607997,0.038396446,0.048339327,0.05394542,0.055955151,0.064734504,0.095092025,0.098688386,0.080812355,0.067378887,0.069071293,0.070340597,0.068648191,0.038290671,0.029299767,0.018193357,0.007721599,0.004548339,0.001163529,0.000211551,0.003879728,0.055771096,0.389548982,0.295950533,0.112754607,0.133608147,0.002303589,0.006183317,592,0.102633099,901552356.4,431.6666667,1
清心福全忠義店,,1.3,0,0,1,4,1,1,4,1,2,8,8,8,5831,0.468358772,0.531641228,10936.69691,43.1914043,3334,0.555388972,0.045977011,0.044977511,0.03848076,0.036148592,0.056638347,0.060303182,0.069298684,0.090121606,0.07896052,0.060136598,0.06663335,0.073296685,0.084624354,0.084790938,0.044644344,0.02615359,0.016158587,0.014492754,0.006163585,0.001999,0,0.017795637,0.124186759,0.522196709,0.222923842,0.055683123,0.053769613,0.000382702,0.003061615,795,0.102633099,901552356.4,557,1
清心福全文昌店,,0.7,0,4,0,0,1,11,16,3,6,6,12,15,7908,0.480020233,0.519979767,15467.5576,42.94475551,4447,0.553315914,0.048774418,0.048774418,0.039442578,0.046659201,0.055991041,0.055742192,0.060594749,0.0806271,0.082493468,0.069802165,0.076645514,0.071419684,0.07241508,0.05760856,0.046410352,0.038073908,0.025755879,0.01343785,0.006967774,0.001990793,0.000373274,0.012975779,0.114763552,0.481257209,0.234717416,0.066897347,0.084198385,0.000865052,0.00432526,713,0.102633099,901552356.4,735.6666667,1
清心福全天母店,,1.5,0,0,0,3,0,3,6,0,1,1,6,12,5262,0.458190802,0.541809198,24732.70805,42.91823662,2806,0.528636021,0.04483798,0.054257724,0.045026375,0.04596835,0.05331575,0.054069329,0.06066315,0.077241899,0.077430294,0.067068576,0.069894499,0.068952524,0.08383572,0.081574981,0.047663904,0.028636021,0.01582517,0.012622457,0.009231349,0.001507159,0.00037679,0.018710103,0.136693815,0.560422628,0.195905789,0.043143297,0.043363416,0.000440238,0.001320713,894,0.102633099,901552356.4,514,1
清心福全站前店,,0.4,2,4,4,10,1,4,10,4,17,27,40,46,3274,0.476481368,0.523518632,21907.82621,44.90729259,1860,0.549158547,0.043991733,0.038382049,0.031886625,0.035429584,0.048125185,0.054915855,0.065839976,0.084440508,0.083554768,0.06554473,0.067316209,0.079421317,0.095069383,0.078535577,0.044877473,0.032477118,0.025981695,0.016829052,0.006200177,0.001180986,0,0.011,0.097666667,0.489,0.267,0.067333333,0.065,0.001333333,0.001666667,603,0.046560732,677679895.4,558,1
清心福全迪化店,,0.6,0,2,0,1,1,4,9,3,17,29,33,41,5164,0.49883811,0.50116189,23902.47492,43.44231841,3031,0.563068921,0.050900985,0.038268623,0.034738993,0.040683634,0.054244845,0.059632175,0.066691436,0.090655768,0.084153818,0.064833736,0.070035296,0.072821847,0.074308007,0.070592606,0.045699424,0.035482073,0.025450492,0.013746981,0.00538733,0.00130039,0.00037154,0.01187447,0.100084818,0.481976251,0.261662426,0.075063613,0.06764207,0.000848176,0.000848176,677,0.046560732,677679895.4,357.6666667,1
清心福全寧夏店,,0.6,0,7,0,5,2,7,9,5,18,26,36,42,6260,0.473482428,0.526517572,40273.9379,40.19359924,3594,0.56660886,0.063534605,0.065741763,0.045089075,0.041305376,0.046665616,0.049818698,0.062115718,0.100740974,0.098376163,0.071102002,0.068737191,0.069052499,0.060696831,0.064638184,0.032949708,0.026012928,0.018918493,0.009459246,0.003626044,0.001261233,0.000157654,0.011265992,0.103303418,0.464769906,0.270765706,0.07771625,0.067023105,0.001718541,0.003437082,757,0.046560732,677679895.4,490,1
清心福全延平北店,,0.4,1,3,0,0,2,7,7,0,12,20,32,41,3387,0.481842338,0.518157662,27794.61838,42.53651685,1784,0.556803995,0.04650437,0.040574282,0.058052434,0.043071161,0.050249688,0.060861423,0.061797753,0.083021223,0.092696629,0.06835206,0.070224719,0.069600499,0.065543071,0.060549313,0.044007491,0.036828964,0.024656679,0.013732834,0.008739076,0.00093633,0,0.008032129,0.075940124,0.43263965,0.297553852,0.082146769,0.097115736,0.00109529,0.005476451,646,0.046560732,677679895.4,371.3333333,1
清心福全大龍店,,0.6,0,2,0,0,1,7,7,3,10,15,27,38,7935,0.476874606,0.523125394,32690.63772,44.14586909,4694,0.575386124,0.052463839,0.033586663,0.023902917,0.040328512,0.051973523,0.059450846,0.072199068,0.085805344,0.080779603,0.076611915,0.072444227,0.076121598,0.075508703,0.070115224,0.040696249,0.034199559,0.03015445,0.015567541,0.005761216,0.002206423,0.000122579,0.009502823,0.091034293,0.456135519,0.272138824,0.075747142,0.089106184,0.001790387,0.004544829,643,0.046560732,677679895.4,415.6666667,1
清心福全金山南店,,0.3,2,4,0,0,1,5,12,2,15,25,37,47,4001,0.475381155,0.524618845,32980.3596,40.69156087,2039,0.507592731,0.048294747,0.073188947,0.075180483,0.052775703,0.045805327,0.043315907,0.051033109,0.069952701,0.086631815,0.076923077,0.067712223,0.066218571,0.065969629,0.059497137,0.042320139,0.028130446,0.021906896,0.015683346,0.00622355,0.002738362,0.000497884,0.029129222,0.174775333,0.538580725,0.187170747,0.035636814,0.032228076,0.000619771,0.001859312,930,0.125342505,1003156621,528,1
清心福全建國南店,,0.3,2,7,0,0,4,12,14,2,7,18,35,44,6831,0.464353682,0.535646318,30915.63676,44.3679747,3716,0.534138278,0.045421877,0.0487279,0.039384792,0.037516171,0.052752623,0.050740262,0.056346126,0.078482104,0.078913325,0.068851516,0.07330746,0.074744861,0.075463562,0.077763404,0.052608883,0.03665373,0.025585741,0.015380193,0.009630588,0.001006181,0.000718701,0.026211015,0.176841407,0.553915063,0.172362309,0.036164565,0.03251493,0.000331785,0.001658925,853,0.125342505,1003156621,511.3333333,1
清心福全通化店,,0.6,0,1,0,2,5,8,13,1,7,12,21,28,4125,0.471030303,0.528969697,56271.69729,44.15605701,2464,0.585273159,0.041567696,0.031828979,0.035154394,0.044893112,0.05391924,0.062232779,0.065795724,0.079809976,0.082422803,0.075059382,0.080285036,0.085748219,0.071733967,0.060570071,0.040617577,0.036342043,0.025178147,0.016627078,0.008551069,0.001425178,0.00023753,0.013056222,0.091127098,0.458033573,0.264055422,0.07300826,0.091127098,0.001865175,0.007727152,652,0.125342505,1003156621,726,1
清心福全忠孝SOGO店,,0.4,1,5,4,8,0,5,6,2,9,13,26,44,7461,0.449537595,0.550462405,38577.14778,45.14372203,3956,0.520663333,0.046064754,0.048960253,0.038299553,0.037509871,0.044353777,0.046327981,0.055804159,0.075941037,0.080021058,0.06870229,0.07199263,0.0775204,0.074756515,0.081073967,0.057646749,0.037641485,0.028691761,0.016714925,0.008423269,0.00329034,0.000263227,0.018071374,0.147760061,0.543356112,0.2,0.049810175,0.038268793,0.001214882,0.001518603,786,0.125342505,1003156621,1200.666667,1
清心福全和平東店,,0.3,1,0,0,1,4,4,15,0,2,13,25,40,7684,0.472670484,0.527329516,24520.78286,44.23454732,4400,0.564247243,0.04834573,0.031418312,0.031290074,0.036419595,0.051808156,0.058476532,0.073736856,0.090536035,0.077712234,0.068863811,0.067966145,0.075147474,0.082072326,0.082969992,0.054501154,0.030392408,0.016927417,0.012567325,0.0064119,0.002436522,0,0.013416042,0.117714945,0.51644547,0.227928448,0.055972302,0.063185228,0.001154068,0.004183497,743,0.125342505,1003156621,502.3333333,1
清心福全成功店,,0.5,1,5,1,2,3,14,18,0,6,13,21,37,4742,0.457612822,0.542387178,29709.0724,45.34597254,2584,0.529616725,0.037712646,0.041401927,0.040787047,0.040787047,0.054519369,0.06046321,0.051240008,0.069481451,0.075835212,0.066816971,0.079319533,0.071940972,0.075220332,0.079114573,0.054929289,0.040172166,0.028284485,0.017216643,0.010043042,0.004509121,0.00020496,0.022356777,0.163251048,0.527945971,0.196786213,0.042617606,0.044946437,0.000698649,0.001397299,830,0.125342505,1003156621,452,1
清心福全市民店,,0.5,2,3,2,2,0,5,10,2,10,21,40,54,6704,0.470912888,0.529087112,19978.20806,46.46554499,3505,0.512801756,0.047549378,0.037307974,0.026042429,0.04228237,0.052377469,0.052231163,0.053840527,0.071689832,0.066276518,0.059839064,0.073445501,0.083101683,0.085881492,0.082370154,0.05544989,0.038771031,0.029992685,0.023701536,0.013752743,0.003072421,0.00102414,0.031594537,0.160111897,0.528056607,0.184301465,0.049695573,0.041961494,0.001810104,0.002468323,898,0.125342505,1003156621,584.3333333,1
清心福全大安店,,0.5,1,5,1,6,3,16,19,1,9,15,28,39,5733,0.460491889,0.539508111,39342.74082,44.56971438,2968,0.501605543,0.041406118,0.054588474,0.051039378,0.045124218,0.043265168,0.050701369,0.044279196,0.068277844,0.07740409,0.067263816,0.069798885,0.080615177,0.078756126,0.080108163,0.054588474,0.036335981,0.026195707,0.018590502,0.007943214,0.003211087,0.000507014,0.026946701,0.165841094,0.565088171,0.177927482,0.037646126,0.024370913,0.000198138,0.001981375,865,0.125342505,1003156621,492.3333333,1
清心福全林森北店,,0.7,0,3,0,6,0,7,10,2,15,26,40,48,5250,0.431428571,0.568571429,39678.75784,44.80045309,3225,0.60883519,0.039456296,0.030205777,0.023220691,0.032282424,0.04606381,0.064376062,0.067585426,0.092693978,0.087219181,0.074759298,0.083254672,0.092882764,0.085708892,0.073626581,0.042099301,0.026241269,0.020766472,0.01113838,0.004719653,0.001510289,0.000188786,0.009781478,0.091779396,0.471592092,0.277835588,0.081581686,0.063475546,0.001248699,0.002705515,618,0.091203468,450445974.8,1213,1
清心福全四平店,,0.4,1,3,0,0,2,5,6,0,10,17,31,50,3703,0.466648663,0.533351337,14900.94973,42.2590441,2056,0.542909955,0.041721679,0.057037233,0.055452865,0.048323211,0.053076314,0.052548191,0.056245049,0.07525746,0.078162134,0.083443359,0.079746501,0.064430948,0.071296541,0.063374703,0.043570108,0.029046739,0.02297333,0.013203063,0.007657777,0.003168735,0.000264061,0.013112707,0.122073057,0.543552919,0.216047456,0.053699657,0.050577584,0,0.000936622,719,0.091203468,450445974.8,762,1
清心福全新長春店,,0.5,1,4,1,3,0,5,6,1,6,12,27,43,4758,0.451660361,0.548339639,21393.79621,43.88157075,2683,0.557448577,0.043008519,0.04674839,0.036152088,0.04342406,0.052981508,0.05672138,0.062331186,0.076667359,0.075420736,0.073758571,0.076459589,0.083108248,0.075005194,0.072511947,0.046540619,0.030750052,0.019738209,0.014751714,0.011219614,0.002077706,0.000623312,0.015925838,0.143094842,0.531019729,0.212027573,0.044687426,0.049679106,0.001188495,0.002376991,785,0.091203468,450445974.8,949.3333333,1
清心福全民生東店,,0.5,1,4,1,7,0,3,5,1,7,14,33,48,6198,0.461923201,0.538076799,21331.73117,45.23009709,3361,0.543851133,0.041262136,0.043042071,0.027508091,0.037702265,0.053236246,0.059223301,0.059223301,0.082038835,0.068446602,0.065857605,0.072815534,0.083009709,0.086245955,0.082524272,0.048058252,0.034304207,0.027346278,0.018770227,0.007443366,0.001779935,0.000161812,0.016578612,0.141009291,0.526689743,0.203497905,0.061577701,0.048096192,0.00072873,0.001821825,824,0.091203468,450445974.8,1235.333333,1
清心福全長春二店,,0.5,1,3,0,1,0,6,8,0,11,21,33,47,5817,0.470861269,0.529138731,30298.77331,42.4739433,3266,0.554405025,0.04379562,0.054999151,0.049397386,0.046341877,0.047699881,0.053131896,0.054320149,0.085214734,0.091665252,0.071634697,0.074690205,0.076048209,0.067900187,0.061619419,0.046002377,0.031403836,0.023086063,0.01459854,0.005092514,0.001188253,0.00016975,0.017337585,0.127740136,0.51853328,0.229573535,0.05400558,0.050418493,0.001195695,0.001195695,796,0.091203468,450445974.8,541.3333333,1
清心福全雙城店,,0.8,0,5,0,0,3,9,10,4,13,17,28,47,5068,0.433307024,0.566692976,38310.23299,43.59832969,3004,0.597335454,0.05885862,0.037582024,0.020878902,0.03121893,0.039172798,0.055080533,0.078942136,0.095645258,0.09186717,0.079936369,0.080135216,0.076555975,0.080930603,0.065221714,0.038377411,0.030224697,0.019685822,0.012527341,0.005368861,0.001391927,0.000397693,0.012390178,0.103852219,0.499887362,0.247803559,0.067582789,0.063527822,0.002478036,0.002478036,723,0.091203468,450445974.8,597.6666667,1
清心福全德惠店,,0.7,0,2,0,0,2,7,11,1,11,25,39,52,5235,0.467430755,0.532569245,47648.61082,42.87567367,3201,0.594870842,0.049990708,0.041070433,0.030291767,0.038654525,0.054265007,0.056680914,0.066530385,0.100910611,0.083441739,0.077866568,0.074521464,0.080654154,0.0713622,0.068017097,0.038468686,0.028061699,0.026017469,0.008920275,0.003345103,0.000743356,0.000185839,0.009940778,0.090736041,0.464678511,0.263536379,0.077199662,0.089467005,0.002115059,0.002326565,648,0.091203468,450445974.8,489.6666667,1
清心福全復興北店,,0.8,0,3,0,0,1,2,2,0,7,9,22,36,7478,0.468307034,0.531692966,37017.37745,43.85802066,4425,0.578506994,0.047457184,0.034252844,0.022225127,0.04261995,0.048503072,0.064975814,0.075434697,0.092822591,0.079095307,0.070989672,0.070597464,0.076088378,0.080141195,0.081579291,0.049287489,0.028500458,0.01686495,0.011504772,0.006144594,0.000784416,0.000130736,0.008899912,0.101984243,0.499416399,0.243945142,0.069010797,0.071928801,0.001896703,0.002918004,712,0.091203468,450445974.8,770.3333333,1
清心福全松江店,,0.1,1,3,0,0,0,5,13,1,12,16,30,42,6509,0.468274697,0.531725303,33424.1868,43.52839356,3546,0.538414819,0.04388096,0.04494382,0.047525053,0.042514425,0.05208017,0.05481324,0.062253265,0.08168843,0.078044336,0.069389614,0.068782265,0.071363498,0.079410872,0.070300638,0.049802612,0.036289098,0.023382933,0.015031886,0.006529001,0.001366535,0.000607349,0.014240506,0.114803094,0.517932489,0.234001406,0.061005626,0.054500703,0.001054852,0.002461322,767,0.091203468,450445974.8,871.3333333,1
清心福全光華店,,0.5,1,3,1,3,2,7,8,1,10,22,36,54,5455,0.461594867,0.538405133,21605.82292,45.16032659,3029,0.562070885,0.045277417,0.034885879,0.026906662,0.035071442,0.047133049,0.056967898,0.06643162,0.092596029,0.075524216,0.067359436,0.076266469,0.079792169,0.087029133,0.074781963,0.048617554,0.034329189,0.021896456,0.018370755,0.008535906,0.002226758,0,0.017456359,0.1400665,0.531379884,0.215502909,0.051122195,0.042186201,0.000831255,0.001454697,748,0.091203468,450445974.8,585.3333333,1
清心福全民生東店,,0.4,1,6,0,4,0,11,13,3,17,23,37,46,6757,0.425484683,0.574515317,40943.61427,44.57203328,4221,0.616114436,0.050065684,0.030652459,0.016202014,0.024667932,0.037220844,0.059261422,0.080426215,0.104072398,0.090497738,0.075171508,0.087870384,0.081593928,0.08845424,0.069624872,0.041745731,0.026565465,0.018829368,0.010217486,0.005984528,0.000875785,0,0.012607079,0.11233231,0.483433005,0.249717149,0.069177307,0.069177307,0.000969775,0.002586068,660,0.091203468,450445974.8,667.6666667,1
清心福全北安店,,0.4,1,2,0,2,0,3,3,0,5,4,10,20,9319,0.473226741,0.526773259,14033.70058,41.78902426,5078,0.528793086,0.047901697,0.050921587,0.065292096,0.046339686,0.048422368,0.055086952,0.059356451,0.08809747,0.080703947,0.067895449,0.063730084,0.065500364,0.068520254,0.071331875,0.049671978,0.031344372,0.018952411,0.012391961,0.006352182,0.001562012,0.000624805,0.017565716,0.156098169,0.539554005,0.190980441,0.044599477,0.047963124,0.000747477,0.002491591,770,0.091203468,450445974.8,591.3333333,1
清心福全大直店,,0.1,1,1,0,1,2,3,3,0,5,5,10,20,9685,0.461641714,0.538358286,36921.08475,40.72686734,5521,0.559541907,0.055640012,0.066078849,0.040640519,0.050673964,0.062734367,0.057666971,0.056653491,0.069524678,0.07530151,0.074186683,0.078645992,0.084828215,0.070639505,0.060403365,0.037093341,0.027262592,0.015404885,0.010844228,0.004662005,0.000912131,0.000202696,0.022383545,0.162129462,0.543738657,0.178947368,0.05214761,0.038475499,0.000483969,0.00169389,984,0.091203468,450445974.8,316,1
清心福全文山政大店,,1.5,0,0,0,0,1,7,10,0,3,4,5,5,8733,0.481850452,0.518149548,2930.995705,40.63959678,5099,0.577528599,0.039868615,0.056518292,0.05901008,0.054026504,0.064673236,0.061728395,0.058330502,0.070562918,0.074753653,0.083474912,0.084720806,0.079284177,0.071808812,0.049269453,0.031034092,0.022992411,0.017555782,0.013365047,0.004757051,0.00181221,0.000453052,0.039426043,0.15582674,0.479683519,0.20611506,0.052568057,0.059139064,0.000938715,0.006302803,816,0.096850182,1276190798,369.3333333,1
清心福全世新店,,1.4,0,0,0,1,0,5,6,0,1,2,3,7,9199,0.480813132,0.519186868,14619.99182,41.46016469,5521,0.590418137,0.05165223,0.048123195,0.039247139,0.050262004,0.064805903,0.059672762,0.058603358,0.077317934,0.082985777,0.08373436,0.080312266,0.082985777,0.065126724,0.050475885,0.040102663,0.027697572,0.01978398,0.00973158,0.005774783,0.001069404,0.000534702,0.023226928,0.139858403,0.494969569,0.225810458,0.048813812,0.060240964,0.002359955,0.004719911,823,0.096850182,1276190798,254.6666667,1
清心福全萬隆店,,0.1,1,1,0,0,0,1,7,0,4,4,8,18,5327,0.481133846,0.518866154,15906.21772,44.91651206,3020,0.560296846,0.046753247,0.03135436,0.024489796,0.041372913,0.052133581,0.062523191,0.072727273,0.085899814,0.070500928,0.069573284,0.072912801,0.074025974,0.080705009,0.077179963,0.048794063,0.032653061,0.026530612,0.015027829,0.011317254,0.003153989,0.000371058,0.025842464,0.145544759,0.516435807,0.197022948,0.051478189,0.059541038,0.001447178,0.002687616,719,0.096850182,1276190798,536.3333333,1
清心福全景文店,,0.4,1,2,1,1,3,5,7,1,1,2,4,9,8283,0.467825667,0.532174333,47580.60477,38.92446532,4519,0.558659909,0.052293238,0.063666708,0.082086785,0.048708122,0.050438868,0.054765731,0.054642107,0.085795525,0.093460255,0.08196316,0.073556682,0.064037582,0.056990975,0.050933366,0.030040796,0.022005192,0.017801953,0.010878971,0.004326864,0.001236247,0.000370874,0.013873902,0.116386619,0.49776476,0.240480962,0.059966086,0.067982118,0.000770772,0.00277478,793,0.096850182,1276190798,569.3333333,1
清心福全辛亥店,,0.5,1,2,0,0,2,6,7,0,1,1,5,8,3457,0.459357825,0.540642175,9531.773098,41.93168605,2081,0.604941861,0.048837209,0.034593023,0.034302326,0.055232558,0.062209302,0.059883721,0.069186047,0.086337209,0.077034884,0.088953488,0.086918605,0.074418605,0.062790698,0.060174419,0.0375,0.027906977,0.016569767,0.011046512,0.003488372,0.002325581,0.000290698,0.0184514,0.121252059,0.480395387,0.245140033,0.057331137,0.068863262,0.003294893,0.005271829,755,0.096850182,1276190798,441.3333333,1
清心福全木新店,,2.2,0,0,0,0,0,7,7,0,0,2,4,5,5701,0.482196106,0.517803894,31995.65508,40.54710268,3477,0.589122331,0.051338529,0.05303287,0.043375127,0.051846832,0.063198916,0.063029482,0.07167062,0.080650627,0.072178922,0.070992884,0.08285327,0.084547611,0.068959675,0.054218909,0.033039648,0.021518129,0.016096239,0.010674348,0.005083023,0.001355473,0.000338868,0.014115308,0.12166998,0.469980119,0.242743539,0.076739563,0.068389662,0.001988072,0.004373757,746,0.096850182,1276190798,420,1
清心福全泉州店,,0.5,1,6,0,4,1,10,9,9,15,25,30,39,6307,0.485333756,0.514666244,44695.99276,42.04991201,3556,0.568868981,0.052951528,0.044952808,0.039833627,0.051991681,0.053271477,0.058710606,0.062230043,0.085746281,0.091345385,0.076787714,0.068309071,0.072468405,0.067989122,0.056470965,0.04031355,0.029915214,0.024636058,0.012957927,0.007038874,0.001759718,0.000319949,0.015398887,0.110204082,0.460482375,0.253246753,0.076994434,0.074768089,0.001669759,0.007235622,717,0.062155041,360062293.6,334.3333333,1
清心福全南門店,,0.7,0,3,0,1,1,6,10,6,19,25,30,38,3414,0.4543058,0.5456942,42383.43776,39.47517934,1802,0.517073171,0.047345768,0.068579627,0.096126255,0.047919656,0.04964132,0.046197991,0.047345768,0.07804878,0.103873745,0.072883788,0.056527977,0.062553802,0.055954089,0.061119082,0.036728838,0.028120516,0.018364419,0.014060258,0.007460545,0.000860832,0.000286944,0.020393299,0.153678077,0.516387473,0.214129643,0.054260743,0.039329934,0.000728332,0.001092498,807,0.062155041,360062293.6,419,1
清心福全中華店,,1.3,0,2,0,0,0,4,8,3,17,20,31,32,6236,0.471295702,0.528704298,61833.22489,46.06333853,3844,0.599687988,0.034633385,0.016224649,0.024804992,0.041029641,0.053822153,0.060530421,0.069422777,0.083463339,0.078315133,0.078471139,0.080655226,0.0950078,0.086895476,0.06349454,0.043213729,0.034321373,0.027145086,0.019188768,0.005928237,0.002808112,0.000624025,0.003037975,0.052489451,0.347004219,0.307679325,0.164725738,0.105316456,0.003881857,0.015864979,545,0.062155041,360062293.6,665.3333333,1
清心福全新南昌店,,0.2,1,2,0,0,0,5,7,1,11,18,29,38,5939,0.464219566,0.535780434,50210.19128,45.78043912,3312,0.550898204,0.046407186,0.032767798,0.023952096,0.035595476,0.041417166,0.054723886,0.068363273,0.091317365,0.080172987,0.073852295,0.070525615,0.070525615,0.082168995,0.083499667,0.04823686,0.038423154,0.03160346,0.016799734,0.006819694,0.00249501,0.000332668,0.021698813,0.15560089,0.533568249,0.181565282,0.048034125,0.056194362,0.00074184,0.002596439,777,0.062155041,360062293.6,858,1
清心福全開封店,,0.7,0,4,1,14,0,2,11,8,23,27,37,42,3931,0.475197151,0.524802849,13204.0634,41.50559227,2158,0.548551093,0.040925267,0.051347229,0.066598882,0.050584647,0.053126589,0.055414337,0.057193696,0.079054398,0.090238943,0.073462125,0.072953737,0.06710727,0.070411795,0.061514997,0.040671073,0.028978139,0.019064565,0.01270971,0.006354855,0.002033554,0.000254194,0.018434572,0.132970686,0.516772439,0.233907525,0.053792687,0.040797824,0.001511031,0.001813237,733,0.062155041,360062293.6,616.6666667,1
清心福全信陽店,,0.5,1,4,3,8,0,5,9,6,21,31,38,45,3488,0.482798165,0.517201835,5667.284767,40.01035971,1877,0.540143885,0.05352518,0.061294964,0.069928058,0.05323741,0.049496403,0.046330935,0.056978417,0.084028777,0.09323741,0.075395683,0.071942446,0.062733813,0.058129496,0.06647482,0.034244604,0.025035971,0.019856115,0.011223022,0.005755396,0.001151079,0,0.022943876,0.140840099,0.533003883,0.218496294,0.049064596,0.032474409,0.000705965,0.002470879,795,0.062155041,360062293.6,736,1
清心福全青島東店,,0.7,0,1,0,2,2,7,9,2,14,28,42,50,5738,0.504531196,0.495468804,19755.87497,46.20238507,3002,0.518838576,0.04096094,0.037158659,0.038714138,0.044936053,0.047355686,0.038714138,0.054441756,0.069132389,0.075699965,0.075527134,0.077773937,0.080193571,0.088316626,0.083823021,0.048219841,0.029899758,0.023677843,0.022813688,0.016591773,0.005184929,0.000864155,0.022896282,0.125244618,0.489432485,0.232289628,0.064774951,0.057534247,0.002348337,0.005479452,849,0.062155041,360062293.6,502,1
清心福全杭州南店,,0.7,0,1,0,2,2,7,9,2,14,28,42,50,12032,0.481964761,0.518035239,50027.55451,38.68065446,6391,0.541793828,0.036961682,0.072397423,0.097575449,0.059681248,0.053238386,0.045015259,0.046625975,0.070532384,0.098762292,0.090708715,0.074771109,0.062139708,0.054425229,0.049677857,0.033316378,0.019752458,0.016785351,0.010342489,0.004662597,0.00245846,0.000169549,0.029182255,0.186424372,0.532228755,0.180117584,0.034633886,0.035275254,0.000855158,0.001282737,997,0.062155041,360062293.6,502,1
清心福全碧湖店,,0.2,1,1,1,1,0,8,8,0,4,4,5,8,6302,0.457632498,0.542367502,39718.80548,43.67250717,3912,0.623128385,0.03934374,0.025963683,0.02389296,0.042051609,0.06498885,0.076138898,0.073431029,0.081236062,0.073271743,0.068015291,0.089041096,0.097005416,0.085218222,0.065785282,0.034724435,0.021503664,0.01592864,0.013061485,0.006052883,0.002707869,0.000637146,0.012067156,0.132039175,0.510668066,0.227177335,0.054564533,0.058237146,0.002098636,0.003147954,734,0.106293179,1025555594,405.3333333,1
